timestamp,server_id,cpu_utilization,memory_utilization,network_utilization,disk_utilization
2024-01-05 06:00:00,server_005,37.94,36.53,17.01,16.35
2024-01-05 07:00:00,server_005,55.78,52.97,53.6,26.02
2024-01-05 08:00:00,server_005,62.11,56.14,39.42,48.22
2024-01-05 09:00:00,server_005,74.95,70.08,47.49,42.54
2024-01-05 10:00:00,server_005,84.21,74.72,50.48,39.95
2024-01-05 11:00:00,server_005,97.52,85.37,68.2,42.47
2024-01-05 12:00:00,server_005,81.76,73.49,50.72,35.77
2024-01-05 13:00:00,server_005,73.73,69.48,53.52,26.61
2024-01-05 14:00:00,server_005,77.06,71.14,42.81,35.07
2024-01-05 15:00:00,server_005,81.63,73.43,42.89,28.04
2024-01-05 16:00:00,server_005,82.0,73.61,41.38,47.73
2024-01-05 17:00:00,server_005,70.69,67.95,39.83,17.89
2024-01-05 18:00:00,server_005,68.35,59.26,61.21,33.67
2024-01-05 19:00:00,server_005,60.62,55.39,26.03,15.4
2024-01-05 20:00:00,server_005,74.03,62.1,47.22,26.94
2024-01-05 21:00:00,server_005,60.82,55.5,31.2,35.55
2024-01-05 22:00:00,server_005,44.95,40.03,15.37,21.75
2024-01-05 23:00:00,server_005,42.17,38.64,15.0,18.34
2024-01-06 00:00:00,server_005,37.28,32.69,23.12,21.27
2024-01-06 01:00:00,server_005,37.32,32.71,13.72,24.35
2024-01-06 02:00:00,server_005,58.9,47.5,35.18,22.53
2024-01-06 03:00:00,server_005,29.77,28.93,19.17,3.08
2024-01-06 04:00:00,server_005,31.26,29.68,26.53,14.9
2024-01-06 05:00:00,server_005,53.93,45.01,35.18,25.44
2024-01-06 06:00:00,server_005,34.27,31.18,25.68,0.72
2024-01-06 07:00:00,server_005,52.36,46.25,33.97,22.74
2024-01-06 08:00:00,server_005,55.59,47.86,48.72,35.96
2024-01-06 09:00:00,server_005,60.91,56.54,47.31,20.77
2024-01-06 10:00:00,server_005,65.13,58.65,28.36,39.12
2024-01-06 11:00:00,server_005,63.14,57.66,43.56,29.59
2024-01-06 12:00:00,server_005,67.32,59.75,54.05,39.89
2024-01-06 13:00:00,server_005,54.5,53.34,38.3,29.47
2024-01-06 14:00:00,server_005,55.28,53.73,18.15,23.0
2024-01-06 15:00:00,server_005,61.95,57.06,39.2,35.38
2024-01-06 16:00:00,server_005,58.28,55.23,41.91,39.07
2024-01-06 17:00:00,server_005,68.9,60.54,41.58,35.33
2024-01-06 18:00:00,server_005,43.95,42.04,28.66,18.99
2024-01-06 19:00:00,server_005,44.81,42.47,21.98,27.19
2024-01-06 20:00:00,server_005,38.92,39.53,43.66,19.92
2024-01-06 21:00:00,server_005,63.02,55.58,40.2,33.64
2024-01-06 22:00:00,server_005,34.47,31.28,15.2,3.8
2024-01-06 23:00:00,server_005,38.39,33.24,43.43,11.2
2024-01-07 00:00:00,server_005,37.76,32.93,13.63,27.72
2024-01-07 01:00:00,server_005,28.63,28.36,25.12,9.16
2024-01-07 02:00:00,server_005,50.55,43.32,25.31,15.69
2024-01-07 03:00:00,server_005,34.42,31.26,15.44,21.14
2024-01-07 04:00:00,server_005,37.03,32.56,9.89,15.92
2024-01-07 05:00:00,server_005,37.43,32.76,4.67,15.91
2024-01-07 06:00:00,server_005,30.01,29.05,23.97,8.18
2024-01-07 07:00:00,server_005,45.07,42.6,42.66,28.87
2024-01-07 08:00:00,server_005,51.63,45.88,56.78,25.05
2024-01-07 09:00:00,server_005,60.06,56.12,13.47,10.55
2024-01-07 10:00:00,server_005,62.55,57.36,35.57,32.03
2024-01-07 11:00:00,server_005,54.98,53.58,29.99,32.99
2024-01-07 12:00:00,server_005,57.54,54.86,41.77,20.18
2024-01-07 13:00:00,server_005,68.0,60.09,44.73,32.98
2024-01-07 14:00:00,server_005,64.5,58.34,25.95,18.02
2024-01-07 15:00:00,server_005,54.19,53.18,26.13,20.08
2024-01-07 16:00:00,server_005,51.88,52.03,22.58,23.43
2024-01-07 17:00:00,server_005,65.37,58.78,37.85,21.88
2024-01-07 18:00:00,server_005,44.69,42.41,14.09,29.64
2024-01-07 19:00:00,server_005,68.38,58.26,41.49,32.91
2024-01-07 20:00:00,server_005,59.77,53.95,33.23,17.17
2024-01-07 21:00:00,server_005,47.57,43.85,37.39,17.82
2024-01-07 22:00:00,server_005,36.69,32.39,26.71,13.37
2024-01-07 23:00:00,server_005,38.79,33.44,24.96,19.66
2024-01-08 00:00:00,server_005,44.47,39.79,45.67,19.32
2024-01-08 01:00:00,server_005,34.17,34.64,21.51,30.53
2024-01-08 02:00:00,server_005,37.97,36.54,26.52,24.22
2024-01-08 03:00:00,server_005,40.61,37.86,18.05,24.8
2024-01-08 04:00:00,server_005,46.98,41.05,17.94,27.13
2024-01-08 05:00:00,server_005,40.02,37.57,39.23,31.95
2024-01-08 06:00:00,server_005,47.08,41.1,25.18,36.06
2024-01-08 07:00:00,server_005,60.49,55.33,52.02,27.52
2024-01-08 08:00:00,server_005,59.93,55.05,26.95,48.87
2024-01-08 09:00:00,server_005,82.81,74.01,52.49,29.58
2024-01-08 10:00:00,server_005,78.96,72.09,54.74,45.44
2024-01-08 11:00:00,server_005,78.08,71.65,58.58,30.77
2024-01-08 12:00:00,server_005,85.76,75.49,48.4,33.26
2024-01-08 13:00:00,server_005,79.05,72.14,54.07,41.92
2024-01-08 14:00:00,server_005,79.76,72.49,41.06,25.35
2024-01-08 15:00:00,server_005,72.3,68.76,63.48,25.38
2024-01-08 16:00:00,server_005,74.9,70.06,39.52,35.26
2024-01-08 17:00:00,server_005,81.27,73.25,44.09,38.65
2024-01-08 18:00:00,server_005,70.39,60.28,48.61,32.37
2024-01-08 19:00:00,server_005,60.9,55.54,51.19,25.12
2024-01-08 20:00:00,server_005,82.81,70.49,60.33,26.95
2024-01-08 21:00:00,server_005,67.03,58.6,32.06,31.14
2024-01-08 22:00:00,server_005,34.66,34.89,24.8,13.97
2024-01-08 23:00:00,server_005,45.06,40.09,41.68,21.32
2024-01-09 00:00:00,server_005,33.24,34.18,28.15,7.98
2024-01-09 01:00:00,server_005,45.12,40.12,6.82,23.21
2024-01-09 02:00:00,server_005,50.71,42.92,25.55,20.31
2024-01-09 03:00:00,server_005,41.11,38.12,44.11,25.02
2024-01-09 04:00:00,server_005,52.81,43.96,39.9,24.37
2024-01-09 05:00:00,server_005,31.08,33.1,18.09,12.87
2024-01-09 06:00:00,server_005,44.12,39.62,17.1,8.88
2024-01-09 07:00:00,server_005,64.52,57.34,18.13,41.56
2024-01-09 08:00:00,server_005,58.65,54.41,14.63,30.94
2024-01-09 09:00:00,server_005,83.23,74.22,47.78,34.74
2024-01-09 10:00:00,server_005,85.65,75.44,49.8,46.64
2024-01-09 11:00:00,server_005,75.06,70.14,36.78,36.43
2024-01-09 12:00:00,server_005,73.06,69.14,58.72,50.55
2024-01-09 13:00:00,server_005,80.1,72.66,59.25,44.96
2024-01-09 14:00:00,server_005,69.99,67.61,40.72,39.38
2024-01-09 15:00:00,server_005,77.88,71.55,44.95,48.32
2024-01-09 16:00:00,server_005,78.65,71.93,58.46,25.7
2024-01-09 17:00:00,server_005,80.79,73.0,15.7,47.37
2024-01-09 18:00:00,server_005,70.97,60.57,56.01,31.22
2024-01-09 19:00:00,server_005,59.55,54.86,48.13,33.38
2024-01-09 20:00:00,server_005,69.87,60.02,37.75,20.09
2024-01-09 21:00:00,server_005,52.67,51.42,18.74,17.72
2024-01-09 22:00:00,server_005,36.34,35.73,38.91,21.92
2024-01-09 23:00:00,server_005,47.08,41.1,40.62,15.76
2024-01-10 00:00:00,server_005,45.19,40.15,26.0,13.98
2024-01-10 01:00:00,server_005,48.84,41.98,28.7,35.04
2024-01-10 02:00:00,server_005,31.83,33.47,18.84,26.17
2024-01-10 03:00:00,server_005,48.93,42.02,8.7,27.69
2024-01-10 04:00:00,server_005,33.07,34.1,20.54,19.55
2024-01-10 05:00:00,server_005,40.19,37.65,24.37,13.4
2024-01-10 06:00:00,server_005,40.44,37.78,21.56,14.11
2024-01-10 07:00:00,server_005,58.08,54.13,43.71,38.41
2024-01-10 08:00:00,server_005,54.84,52.5,4.69,26.47
2024-01-10 09:00:00,server_005,84.21,74.72,46.43,33.65
2024-01-10 10:00:00,server_005,74.57,69.9,32.24,41.8
2024-01-10 11:00:00,server_005,100.0,86.78,63.85,45.7
2024-01-10 12:00:00,server_005,85.6,75.41,61.3,33.55
2024-01-10 13:00:00,server_005,87.61,76.41,38.91,31.5
2024-01-10 14:00:00,server_005,74.7,69.96,40.49,43.43
2024-01-10 15:00:00,server_005,79.72,72.47,46.56,37.6
2024-01-10 16:00:00,server_005,76.22,70.72,34.64,40.16
2024-01-10 17:00:00,server_005,85.19,75.2,51.98,42.04
2024-01-10 18:00:00,server_005,65.72,57.95,42.78,36.68
2024-01-10 19:00:00,server_005,51.32,50.75,32.2,17.83
2024-01-10 20:00:00,server_005,69.75,59.96,42.09,26.9
2024-01-10 21:00:00,server_005,56.68,53.42,44.08,32.87
2024-01-10 22:00:00,server_005,46.77,40.95,19.94,12.64
2024-01-10 23:00:00,server_005,46.76,40.94,29.88,19.84
2024-01-11 00:00:00,server_005,42.59,38.86,25.4,11.91
2024-01-11 01:00:00,server_005,42.48,38.8,19.34,24.16
2024-01-11 02:00:00,server_005,47.84,41.48,30.19,0.0
2024-01-11 03:00:00,server_005,41.76,38.44,5.76,18.19
2024-01-11 04:00:00,server_005,50.54,42.83,31.84,19.34
2024-01-11 05:00:00,server_005,44.39,39.75,38.04,15.32
2024-01-11 06:00:00,server_005,38.86,36.99,11.77,15.61
2024-01-11 07:00:00,server_005,63.43,56.8,58.26,15.24
2024-01-11 08:00:00,server_005,59.55,54.86,42.53,46.23
2024-01-11 09:00:00,server_005,75.44,70.33,42.72,36.85
2024-01-11 10:00:00,server_005,75.33,70.27,44.45,43.39
2024-01-11 11:00:00,server_005,70.69,67.96,44.29,28.45
2024-01-11 12:00:00,server_005,77.46,71.34,41.61,22.1
2024-01-11 13:00:00,server_005,77.53,71.38,55.2,43.5
2024-01-11 14:00:00,server_005,83.54,74.38,51.21,38.56
2024-01-11 15:00:00,server_005,70.27,67.75,45.35,36.79
2024-01-11 16:00:00,server_005,83.9,74.56,47.57,38.98
2024-01-11 17:00:00,server_005,73.63,69.42,46.9,49.29
2024-01-11 18:00:00,server_005,58.31,54.24,40.58,15.55
2024-01-11 19:00:00,server_005,55.93,53.05,36.22,33.41
2024-01-11 20:00:00,server_005,60.68,55.43,32.56,29.5
2024-01-11 21:00:00,server_005,55.96,53.06,36.49,34.07
2024-01-11 22:00:00,server_005,44.85,39.98,29.12,10.91
2024-01-11 23:00:00,server_005,48.86,41.99,17.31,27.81
2024-01-12 00:00:00,server_005,43.58,39.35,44.09,14.98
2024-01-12 01:00:00,server_005,41.23,38.17,20.33,19.03
2024-01-12 02:00:00,server_005,42.69,38.9,32.75,29.42
2024-01-12 03:00:00,server_005,45.86,40.49,35.77,17.6
2024-01-12 04:00:00,server_005,49.47,42.3,30.02,29.08
2024-01-12 05:00:00,server_005,53.24,44.18,23.47,13.7
2024-01-12 06:00:00,server_005,43.4,39.26,23.56,14.57
2024-01-12 07:00:00,server_005,53.14,51.65,31.5,34.02
2024-01-12 08:00:00,server_005,65.84,58.01,43.42,28.37
2024-01-12 09:00:00,server_005,82.83,74.03,37.87,41.06
2024-01-12 10:00:00,server_005,78.07,71.65,44.29,40.57
2024-01-12 11:00:00,server_005,86.5,75.86,59.13,51.29
2024-01-12 12:00:00,server_005,78.31,71.77,34.7,35.54
2024-01-12 13:00:00,server_005,76.21,70.72,52.77,30.71
2024-01-12 14:00:00,server_005,75.09,70.15,47.38,20.77
2024-01-12 15:00:00,server_005,71.39,68.31,45.41,42.6
2024-01-12 16:00:00,server_005,96.93,85.07,50.15,34.79
2024-01-12 17:00:00,server_005,89.14,77.18,37.86,33.32
2024-01-12 18:00:00,server_005,60.33,55.25,15.5,35.72
2024-01-12 19:00:00,server_005,56.8,53.49,21.61,21.86
2024-01-12 20:00:00,server_005,57.07,53.62,45.89,19.62
2024-01-12 21:00:00,server_005,65.09,57.63,34.08,34.31
2024-01-12 22:00:00,server_005,39.44,37.28,31.17,19.5
2024-01-12 23:00:00,server_005,45.06,40.09,29.46,20.9
2024-01-13 00:00:00,server_005,36.5,32.3,22.58,32.23
2024-01-13 01:00:00,server_005,35.57,31.83,31.79,27.9
2024-01-13 02:00:00,server_005,30.22,29.16,14.38,8.0
2024-01-13 03:00:00,server_005,28.85,28.47,6.86,0.0
2024-01-13 04:00:00,server_005,34.81,31.45,14.83,15.09
2024-01-13 05:00:00,server_005,29.16,28.63,38.91,12.05
2024-01-13 06:00:00,server_005,36.93,32.52,35.55,35.55
2024-01-13 07:00:00,server_005,68.93,58.53,29.68,35.93
2024-01-13 08:00:00,server_005,48.91,44.52,45.01,26.67
2024-01-13 09:00:00,server_005,68.85,60.51,41.83,30.86
2024-01-13 10:00:00,server_005,70.52,61.35,58.03,21.97
2024-01-13 11:00:00,server_005,61.24,56.71,38.96,41.42
2024-01-13 12:00:00,server_005,81.38,70.78,34.54,30.92
2024-01-13 13:00:00,server_005,59.49,55.83,63.58,26.57
2024-01-13 14:00:00,server_005,59.59,55.88,50.3,22.19
2024-01-13 15:00:00,server_005,67.32,59.75,47.43,25.72
2024-01-13 16:00:00,server_005,63.44,57.81,48.02,25.78
2024-01-13 17:00:00,server_005,73.59,62.88,49.15,28.63
2024-01-13 18:00:00,server_005,57.65,52.9,44.35,26.85
2024-01-13 19:00:00,server_005,43.45,41.79,28.16,16.14
2024-01-13 20:00:00,server_005,45.91,43.02,16.3,26.89
2024-01-13 21:00:00,server_005,59.79,49.96,37.65,32.79
2024-01-13 22:00:00,server_005,30.52,29.31,0.0,16.73
2024-01-13 23:00:00,server_005,36.78,32.44,13.62,8.12
2024-01-14 00:00:00,server_005,38.46,33.28,16.15,7.16
2024-01-14 01:00:00,server_005,34.76,31.43,38.04,30.22
2024-01-14 02:00:00,server_005,41.32,34.71,22.99,14.43
2024-01-14 03:00:00,server_005,54.76,45.43,42.96,5.74
2024-01-14 04:00:00,server_005,34.8,31.45,20.46,23.19
2024-01-14 05:00:00,server_005,21.67,24.88,6.8,19.92
2024-01-14 06:00:00,server_005,31.02,29.56,14.45,12.73
2024-01-14 07:00:00,server_005,42.99,41.56,17.22,23.89
2024-01-14 08:00:00,server_005,43.28,41.71,29.71,21.4
2024-01-14 09:00:00,server_005,52.97,52.57,29.1,22.67
2024-01-14 10:00:00,server_005,68.27,60.23,56.61,32.55
2024-01-14 11:00:00,server_005,65.12,58.65,49.89,27.5
2024-01-14 12:00:00,server_005,55.01,53.59,27.49,37.99
2024-01-14 13:00:00,server_005,60.9,56.54,29.04,20.19
2024-01-14 14:00:00,server_005,65.17,58.68,34.71,36.74
2024-01-14 15:00:00,server_005,65.43,58.8,41.5,32.31
2024-01-14 16:00:00,server_005,65.82,59.0,42.49,39.32
2024-01-14 17:00:00,server_005,61.26,56.72,37.44,18.17
2024-01-14 18:00:00,server_005,50.32,45.23,27.44,32.3
2024-01-14 19:00:00,server_005,49.62,44.88,16.93,20.61
2024-01-14 20:00:00,server_005,45.92,43.03,17.91,0.0
2024-01-14 21:00:00,server_005,35.17,37.65,25.09,15.92
2024-01-14 22:00:00,server_005,35.46,31.78,0.0,13.02
2024-01-14 23:00:00,server_005,26.11,27.11,25.99,12.27
2024-01-15 00:00:00,server_005,37.39,36.25,26.13,15.23
2024-01-15 01:00:00,server_005,41.97,38.55,41.24,13.07
2024-01-15 02:00:00,server_005,45.37,40.25,16.99,19.36
2024-01-15 03:00:00,server_005,42.67,38.89,19.02,14.23
2024-01-15 04:00:00,server_005,44.92,40.02,20.45,13.94
2024-01-15 05:00:00,server_005,43.55,39.33,17.49,18.23
2024-01-15 06:00:00,server_005,44.18,39.65,45.16,20.18
2024-01-15 07:00:00,server_005,61.81,55.99,38.39,35.2
2024-01-15 08:00:00,server_005,81.42,69.8,47.69,32.99
2024-01-15 09:00:00,server_005,96.58,84.9,54.41,40.38
2024-01-15 10:00:00,server_005,82.94,74.08,66.08,17.64
2024-01-15 11:00:00,server_005,77.71,71.47,38.79,44.04
2024-01-15 12:00:00,server_005,89.99,77.61,49.68,41.25
2024-01-15 13:00:00,server_005,75.36,70.29,34.83,24.92
2024-01-15 14:00:00,server_005,73.31,69.27,39.04,27.81
2024-01-15 15:00:00,server_005,100.0,88.87,63.67,50.43
2024-01-15 16:00:00,server_005,80.97,73.1,49.28,48.23
2024-01-15 17:00:00,server_005,77.13,71.18,55.35,38.9
2024-01-15 18:00:00,server_005,55.66,52.91,26.78,21.24
2024-01-15 19:00:00,server_005,60.09,55.13,32.85,28.36
2024-01-15 20:00:00,server_005,60.23,55.2,29.92,29.51
2024-01-15 21:00:00,server_005,57.04,53.6,8.99,16.67
2024-01-15 22:00:00,server_005,39.8,37.46,25.39,28.6
2024-01-15 23:00:00,server_005,43.63,39.38,22.45,11.33
2024-01-16 00:00:00,server_005,51.03,43.07,11.38,26.42
2024-01-16 01:00:00,server_005,46.24,40.68,29.07,22.3
2024-01-16 02:00:00,server_005,44.03,39.57,14.32,23.95
2024-01-16 03:00:00,server_005,43.87,39.5,27.65,9.97
2024-01-16 04:00:00,server_005,68.42,55.77,40.45,28.36
2024-01-16 05:00:00,server_005,41.12,38.12,12.28,18.49
2024-01-16 06:00:00,server_005,46.95,41.03,28.68,21.71
2024-01-16 07:00:00,server_005,61.97,56.07,37.34,28.51
2024-01-16 08:00:00,server_005,65.25,57.71,41.86,50.24
2024-01-16 09:00:00,server_005,77.45,71.34,49.55,39.57
2024-01-16 10:00:00,server_005,75.56,70.39,38.24,26.59
2024-01-16 11:00:00,server_005,78.46,71.84,48.19,29.41
2024-01-16 12:00:00,server_005,75.98,70.6,60.7,24.05
2024-01-16 13:00:00,server_005,75.3,70.26,41.88,39.73
2024-01-16 14:00:00,server_005,83.66,74.44,51.54,41.52
2024-01-16 15:00:00,server_005,86.22,75.72,58.58,39.31
2024-01-16 16:00:00,server_005,73.64,69.43,30.04,29.44
2024-01-16 17:00:00,server_005,83.41,74.32,60.68,26.52
2024-01-16 18:00:00,server_005,56.52,53.34,44.41,23.45
2024-01-16 19:00:00,server_005,57.81,53.99,32.57,14.46
2024-01-16 20:00:00,server_005,64.12,57.15,29.88,24.21
2024-01-16 21:00:00,server_005,64.27,57.22,35.15,24.89
2024-01-16 22:00:00,server_005,40.93,38.03,25.44,21.99
2024-01-16 23:00:00,server_005,39.41,37.26,43.5,10.25
2024-01-17 00:00:00,server_005,39.98,37.55,17.07,29.59
2024-01-17 01:00:00,server_005,43.38,39.25,23.46,9.66
2024-01-17 02:00:00,server_005,47.73,41.42,47.83,21.66
2024-01-17 03:00:00,server_005,41.57,38.34,24.4,32.19
2024-01-17 04:00:00,server_005,47.58,41.35,27.28,22.47
2024-01-17 05:00:00,server_005,36.97,36.04,31.33,4.49
2024-01-17 06:00:00,server_005,41.01,38.06,29.32,24.4
2024-01-17 07:00:00,server_005,65.2,57.69,29.09,36.57
2024-01-17 08:00:00,server_005,62.3,56.24,23.93,21.11
2024-01-17 09:00:00,server_005,87.07,80.15,59.22,40.08
2024-01-17 10:00:00,server_005,78.18,71.7,57.19,35.63
2024-01-17 11:00:00,server_005,84.16,74.69,56.69,36.89
2024-01-17 12:00:00,server_005,78.59,71.91,39.98,37.61
2024-01-17 13:00:00,server_005,74.7,69.96,40.68,26.76
2024-01-17 14:00:00,server_005,86.58,75.9,60.21,50.29
2024-01-17 15:00:00,server_005,79.43,72.33,49.0,46.35
2024-01-17 16:00:00,server_005,85.61,75.42,55.12,40.08
2024-01-17 17:00:00,server_005,80.62,72.92,44.23,30.53
2024-01-17 18:00:00,server_005,64.7,57.44,50.68,38.04
2024-01-17 19:00:00,server_005,61.64,55.9,30.1,34.72
2024-01-17 20:00:00,server_005,65.53,57.85,27.8,27.06
2024-01-17 21:00:00,server_005,67.0,58.58,55.85,36.89
2024-01-17 22:00:00,server_005,41.12,38.12,30.35,16.42
2024-01-17 23:00:00,server_005,40.29,37.7,28.72,22.17
2024-01-18 00:00:00,server_005,35.24,35.18,49.12,24.84
2024-01-18 01:00:00,server_005,35.66,35.39,25.51,21.91
2024-01-18 02:00:00,server_005,48.85,41.99,21.76,3.76
2024-01-18 03:00:00,server_005,39.35,37.23,33.46,28.05
2024-01-18 04:00:00,server_005,42.72,38.92,34.01,22.41
2024-01-18 05:00:00,server_005,46.24,40.68,6.87,13.83
2024-01-18 06:00:00,server_005,49.93,42.53,44.34,11.62
2024-01-18 07:00:00,server_005,59.68,54.92,30.68,17.36
2024-01-18 08:00:00,server_005,57.69,53.93,29.83,13.65
2024-01-18 09:00:00,server_005,92.61,78.92,50.79,50.91
2024-01-18 10:00:00,server_005,72.62,68.92,38.85,41.55
2024-01-18 11:00:00,server_005,88.85,77.04,40.19,31.74
2024-01-18 12:00:00,server_005,78.44,71.83,42.74,32.76
2024-01-18 13:00:00,server_005,71.24,68.23,35.08,22.74
2024-01-18 14:00:00,server_005,78.01,71.62,44.4,36.42
2024-01-18 15:00:00,server_005,76.37,70.8,52.97,31.59
2024-01-18 16:00:00,server_005,80.32,72.77,59.16,40.17
2024-01-18 17:00:00,server_005,78.3,71.76,36.45,26.43
2024-01-18 18:00:00,server_005,64.89,57.53,36.23,36.02
2024-01-18 19:00:00,server_005,62.17,56.17,48.03,10.82
2024-01-18 20:00:00,server_005,64.01,57.09,42.3,27.09
2024-01-18 21:00:00,server_005,61.44,55.8,39.95,30.54
2024-01-18 22:00:00,server_005,33.3,34.21,19.06,21.32
2024-01-18 23:00:00,server_005,47.35,41.23,35.17,36.56
2024-01-19 00:00:00,server_005,48.64,41.88,38.63,22.07
2024-01-19 01:00:00,server_005,34.7,34.91,35.26,30.39
2024-01-19 02:00:00,server_005,47.71,41.41,30.49,16.7
2024-01-19 03:00:00,server_005,44.99,40.06,24.62,20.02
2024-01-19 04:00:00,server_005,43.3,39.21,27.99,11.59
2024-01-19 05:00:00,server_005,48.19,41.66,28.01,36.33
2024-01-19 06:00:00,server_005,43.52,39.32,21.42,16.11
2024-01-19 07:00:00,server_005,49.26,49.72,18.6,34.4
2024-01-19 08:00:00,server_005,59.86,55.01,26.44,29.26
2024-01-19 09:00:00,server_005,82.89,74.05,38.99,35.13
2024-01-19 10:00:00,server_005,76.73,70.97,36.24,38.0
2024-01-19 11:00:00,server_005,65.73,65.47,46.64,36.24
2024-01-19 12:00:00,server_005,80.48,72.85,73.2,38.01
2024-01-19 13:00:00,server_005,84.86,75.04,70.1,35.41
2024-01-19 14:00:00,server_005,81.41,73.31,53.35,43.31
2024-01-19 15:00:00,server_005,82.63,73.92,52.72,37.4
2024-01-19 16:00:00,server_005,70.26,67.74,43.13,36.48
2024-01-19 17:00:00,server_005,84.1,74.66,90.49,44.41
2024-01-19 18:00:00,server_005,60.53,55.35,60.15,18.12
2024-01-19 19:00:00,server_005,64.64,57.4,47.0,20.86
2024-01-19 20:00:00,server_005,55.65,52.91,41.06,27.99
2024-01-19 21:00:00,server_005,56.68,53.43,26.25,30.54
2024-01-19 22:00:00,server_005,39.86,37.49,21.68,25.19
2024-01-19 23:00:00,server_005,38.73,36.92,18.05,32.66
2024-01-20 00:00:00,server_005,37.21,32.65,32.03,20.24
2024-01-20 01:00:00,server_005,35.28,31.69,8.53,0.0
2024-01-20 02:00:00,server_005,29.82,28.96,2.7,17.63
2024-01-20 03:00:00,server_005,30.97,29.53,17.8,18.98
2024-01-20 04:00:00,server_005,26.47,27.28,7.93,26.31
2024-01-20 05:00:00,server_005,37.4,32.75,21.74,11.72
2024-01-20 06:00:00,server_005,39.27,33.68,20.12,33.36
2024-01-20 07:00:00,server_005,51.25,45.69,27.67,24.58
2024-01-20 08:00:00,server_005,60.04,50.09,12.89,21.34
2024-01-20 09:00:00,server_005,70.51,61.34,47.73,28.84
2024-01-20 10:00:00,server_005,65.25,58.72,32.7,48.26
2024-01-20 11:00:00,server_005,68.88,60.53,40.45,43.7
2024-01-20 12:00:00,server_005,56.15,54.16,22.18,26.75
2024-01-20 13:00:00,server_005,55.06,53.62,29.55,32.35
2024-01-20 14:00:00,server_005,64.42,58.3,42.88,24.89
2024-01-20 15:00:00,server_005,61.62,56.9,30.81,30.06
2024-01-20 16:00:00,server_005,62.38,57.28,27.63,23.98
2024-01-20 17:00:00,server_005,60.26,56.22,44.65,23.81
2024-01-20 18:00:00,server_005,47.96,44.05,36.04,4.57
2024-01-20 19:00:00,server_005,47.8,43.97,35.93,22.87
2024-01-20 20:00:00,server_005,68.97,58.55,31.36,24.44
2024-01-20 21:00:00,server_005,45.02,42.58,34.2,11.72
2024-01-20 22:00:00,server_005,48.16,42.13,46.66,23.54
2024-01-20 23:00:00,server_005,38.01,33.05,35.09,18.54
2024-01-21 00:00:00,server_005,31.39,29.74,31.83,23.88
2024-01-21 01:00:00,server_005,29.44,28.77,25.0,22.44
2024-01-21 02:00:00,server_005,30.69,29.39,22.3,7.82
2024-01-21 03:00:00,server_005,37.78,32.94,0.0,18.31
2024-01-21 04:00:00,server_005,35.52,31.81,18.8,9.69
2024-01-21 05:00:00,server_005,32.05,30.07,4.72,8.54
2024-01-21 06:00:00,server_005,34.68,31.39,0.0,8.8
2024-01-21 07:00:00,server_005,57.51,48.82,27.67,39.17
2024-01-21 08:00:00,server_005,49.86,45.0,40.21,27.26
2024-01-21 09:00:00,server_005,67.4,59.79,46.38,26.87
2024-01-21 10:00:00,server_005,69.44,60.81,42.96,24.06
2024-01-21 11:00:00,server_005,70.35,61.26,38.13,38.96
2024-01-21 12:00:00,server_005,50.93,51.55,39.32,24.0
2024-01-21 13:00:00,server_005,64.51,58.34,33.03,32.33
2024-01-21 14:00:00,server_005,60.74,56.46,38.38,16.44
2024-01-21 15:00:00,server_005,65.64,58.91,39.41,35.48
2024-01-21 16:00:00,server_005,66.89,59.54,35.36,38.83
2024-01-21 17:00:00,server_005,54.71,53.45,42.59,36.76
2024-01-21 18:00:00,server_005,55.22,47.68,44.75,31.64
2024-01-21 19:00:00,server_005,52.27,46.2,47.89,21.9
2024-01-21 20:00:00,server_005,39.41,39.77,35.74,28.78
2024-01-21 21:00:00,server_005,50.16,45.15,22.43,32.36
2024-01-21 22:00:00,server_005,40.12,34.11,28.21,12.8
2024-01-21 23:00:00,server_005,38.27,33.18,47.87,15.54
2024-01-22 00:00:00,server_005,42.98,39.05,30.16,26.56
2024-01-22 01:00:00,server_005,41.72,38.42,14.66,19.63
2024-01-22 02:00:00,server_005,38.67,36.89,0.0,28.73
2024-01-22 03:00:00,server_005,38.05,36.58,27.93,17.14
2024-01-22 04:00:00,server_005,44.28,39.7,20.53,17.22
2024-01-22 05:00:00,server_005,46.45,40.78,7.32,20.55
2024-01-22 06:00:00,server_005,43.98,39.55,41.37,16.52
2024-01-22 07:00:00,server_005,61.89,56.03,21.44,28.51
2024-01-22 08:00:00,server_005,62.04,56.11,46.16,18.55
2024-01-22 09:00:00,server_005,81.85,73.54,47.55,46.52
2024-01-22 10:00:00,server_005,76.14,70.68,57.48,32.18
2024-01-22 11:00:00,server_005,71.98,68.6,48.03,30.13
2024-01-22 12:00:00,server_005,74.59,69.9,46.44,41.1
2024-01-22 13:00:00,server_005,76.94,71.08,47.11,22.69
2024-01-22 14:00:00,server_005,81.13,73.18,29.63,33.16
2024-01-22 15:00:00,server_005,74.19,69.71,52.98,19.61
2024-01-22 16:00:00,server_005,86.54,75.88,55.11,33.57
2024-01-22 17:00:00,server_005,82.16,73.69,47.06,41.88
2024-01-22 18:00:00,server_005,68.98,59.57,53.83,25.29
2024-01-22 19:00:00,server_005,55.35,52.76,26.73,29.94
2024-01-22 20:00:00,server_005,59.26,54.71,25.75,24.59
